,folio_ticket,carga_servidor,experiencia_agente,tiempo_diagnostico,es_cliente_premium,prioridad,canal_entrada,tiempo_resolucion_horas
268,TK-100268-6477,46.961836341481636,5.823104728307434,38.122929555163005,0,1.0,2.0,33.11288266274648
269,TK-100269-2128,42.019388319837006,7.620480179864179,33.7687581842025,1,2.0,3.0,18.383952414903295
270,TK-100270-7499,80.70208666088851,6.268111771684501,32.43691952450565,1,0.0,1.0,38.168767078614984
271,TK-100271-2284,80.75850460093855,6.420302037275934,20.764808555942235,0,1.0,2.0,25.94522663566773
272,TK-100272-9762,85.03042389350777,5.15088793027285,27.480257366799467,0,0.0,0.0,37.72804359270857
273,TK-100273-3864,88.49304144173534,7.538826461366307,38.81320832640446,0,0.0,3.0,
274,TK-100274-7045,58.350679914570335,5.737573032727095,48.72726104906155,1,2.0,2.0,33.97350236919015
275,TK-100275-2977,57.61372210153997,3.450041761687573,34.21979693003501,0,,2.0,38.43761859856118
276,TK-100276-9638,79.87213842250813,7.526065946225343,37.62248858859299,0,2.0,2.0,36.635253591027606
277,TK-100277-6039,68.74729480833238,6.256225890570249,42.619825255622445,1,1.0,2.0,35.00729525593148
278,TK-100278-8039,72.64751579432775,4.2025207619687315,28.512848510398,1,2.0,3.0,24.925000864305474
279,TK-100279-9828,79.68445020770758,4.136912658681362,37.93451234628354,0,,0.0,35.0869468468404
280,TK-100280-3973,86.75040063631747,5.533835981253372,29.076079149342732,0,1.0,2.0,37.30686450492534
281,TK-100281-5626,45.349636763865185,5.833732631481652,41.91859550792809,1,1.0,1.0,33.20407501264134
282,TK-100282-1118,48.1687214479958,5.355126078136172,36.21122438361386,0,1.0,3.0,
283,TK-100283-8999,27.048645488065176,5.560355612197193,37.38761451185152,1,2.0,0.0,17.54607093825289
284,TK-100284-3292,63.37101057471305,8.059923274237486,28.73921122065129,0,0.0,2.0,37.94054026969037
285,TK-100285-3104,22.695670534755656,6.928777674022794,40.65625887688628,0,1.0,3.0,18.775366471148615
286,TK-100286-2067,54.91985135993451,5.343144064277044,51.67770336984813,1,1.0,2.0,39.94118193596549
287,TK-100287-1423,60.69834760306825,6.69435904538147,26.93670643657435,0,0.0,3.0,27.972611873664142
288,TK-100288-4819,41.49059390962133,3.1414569736504285,32.28192793881981,0,0.0,3.0,30.796594504907326
289,TK-100289-8703,64.31249454267581,5.716268689904256,36.852859793344734,0,1.0,,35.117700916674366
290,TK-100290-2280,22.287518745428706,8.256751429519598,41.291249695966535,1,2.0,1.0,
291,TK-100291-4432,22.801114156191083,4.6075173882937275,30.523629717684248,1,1.0,0.0,
292,TK-100292-1762,81.69504204947437,3.4742589284856473,12.33575767885808,0,1.0,2.0,27.552569307261916
293,TK-100293-2629,47.014298105844716,3.826240000532491,45.8735159533122,1,1.0,1.0,38.65032572379784
294,TK-100294-6499,29.52953844889136,3.038660532783701,41.08404895667314,0,1.0,0.0,33.33619766552538
295,TK-100295-9634,59.168244504110326,3.587428565370134,21.056419756106678,1,2.0,3.0,16.84767181237241
296,TK-100296-4014,77.74951648239582,4.333085422537948,30.139449665763554,0,1.0,3.0,34.570707402255415
297,TK-100297-2497,36.18657706226324,2.4699793654784443,47.54545943621861,1,0.0,2.0,41.121509885183315
298,TK-100298-9280,66.71678568642503,5.028113001109285,46.58237134766293,0,0.0,1.0,
299,TK-100299-9653,26.4010598745326,6.624098912815965,42.509120181431555,0,2.0,0.0,28.072174707594904
300,TK-100300-4552,23.876129087645577,3.3660388757355433,33.5911005283211,1,2.0,2.0,22.74657684270394
301,TK-100301-8637,59.8515973676111,7.734711062555184,35.66389935050008,0,0.0,1.0,31.926235773287917
302,TK-100302-9571,60.54763412075799,5.919425759349671,33.95259355899099,0,0.0,,34.71107050333166
303,TK-100303-5496,67.80724261236549,6.855045054123304,44.0259182661507,1,,3.0,33.024615447961104
304,TK-100304-5646,74.45685002919961,3.8158978030661532,27.99326074803912,0,,1.0,
305,TK-100305-3983,93.18890595969009,6.538145408719908,28.553602760926363,0,1.0,2.0,36.98469225071617
306,TK-100306-4060,58.72252612258965,3.0345189792884364,43.08219669468812,1,2.0,2.0,40.95683479636375
307,TK-100307-8834,44.221735470593444,6.6024455015057155,34.64510835590751,1,2.0,2.0,23.8170732121416
308,TK-100308-7804,79.63896460765278,5.3093108116283565,46.027738843630466,0,2.0,1.0,43.42038916293035
309,TK-100309-8510,40.31241884465557,5.995852195972611,29.627902344155636,0,1.0,2.0,27.74998108885479
310,TK-100310-3950,52.92285655292271,2.883929709875267,34.5617731172894,0,1.0,2.0,36.42133013250328
311,TK-100311-5540,25.884228600669946,3.3888742839021115,27.620696121248372,1,1.0,,27.580225430086234
312,TK-100312-8418,21.901305756159314,6.075010792856093,0.0,0,1.0,2.0,11.128471131645455
313,TK-100313-7063,92.19863110084438,3.2929735923964385,0.0,1,0.0,3.0,20.084714195278178
314,TK-100314-8661,82.69850903841544,5.833771325778422,31.0989326323603,0,0.0,1.0,
315,TK-100315-4421,72.19806545702735,2.5391519483715577,23.509969080575058,1,1.0,,31.44216396343361
316,TK-100316-2990,50.67147083107024,6.526713582800003,40.551385865530065,0,1.0,,33.63792959015907
317,TK-100317-4856,32.997074005313436,2.7814580334166834,40.73271471807721,0,1.0,1.0,
318,TK-100318-2482,31.732778200331452,5.994139887823142,21.157898156125242,0,,,21.128275254006105
319,TK-100319-3545,38.76821736234465,6.126135680562801,45.67108596400458,0,1.0,1.0,34.85558442564614
320,TK-100320-5220,61.191999852959036,3.745810726826765,54.979321011358834,0,0.0,0.0,47.049201552566025
321,TK-100321-1642,73.59469420250468,6.047647820752508,35.36805109389073,0,,2.0,39.22776674949848
322,TK-100322-4918,69.51480325382985,5.468796074000401,29.87108591820284,0,1.0,1.0,30.424544502200035
323,TK-100323-2586,40.99504227094572,4.030084658853071,57.59464472802437,1,2.0,0.0,42.99722244561634
324,TK-100324-3409,91.61489604973956,3.1846015686628255,24.448252013579914,0,1.0,2.0,35.097645869527575
325,TK-100325-7504,75.34226875218263,1.4672737549893577,35.160851734952786,0,1.0,2.0,39.49678248526648
326,TK-100326-1054,61.576553938355055,5.629370085139449,36.43697818105539,1,1.0,1.0,34.843206226817244
327,TK-100327-1841,65.87905596757642,2.1833550115483007,45.76118096361932,1,1.0,1.0,43.78184167218523
328,TK-100328-7928,51.470004682084245,5.1716195589943545,37.87791180101431,1,0.0,0.0,32.26386831369627
329,TK-100329-5587,38.579824212586814,4.525793211051951,31.01092883369239,1,1.0,1.0,27.45446389132694
330,TK-100330-3906,46.697950898844624,6.222456995788752,27.39052503689635,0,1.0,0.0,23.96673121859778
331,TK-100331-6088,76.83845828482768,4.456318100918244,32.26542543803092,0,1.0,2.0,35.5375616466266
332,TK-100332-6056,21.07951164723169,4.4069939845752355,26.944581112438847,0,1.0,3.0,20.05285260143397
333,TK-100333-6982,28.705448038018716,6.317367267718932,35.38260255827746,1,2.0,3.0,16.01508619809692
334,TK-100334-3272,23.450198151631454,5.6031044523514115,30.48643056111611,0,0.0,0.0,27.190206333339084
335,TK-100335-7141,23.05466017392276,5.569080722929001,23.047697653681993,0,1.0,2.0,21.702003528809975
336,TK-100336-9015,84.15954380082555,5.844681661655347,45.04116630699923,0,2.0,,40.431249768634224
337,TK-100337-9294,72.77433945350177,2.2359701782272094,31.018619812567685,1,2.0,1.0,31.51230025971091
338,TK-100338-2071,55.56303718154939,6.362219623976568,24.8549055601975,0,0.0,,
339,TK-100339-1736,27.337562048825113,6.102443829224484,33.653926924099665,0,2.0,3.0,18.916314723562035
340,TK-100340-7376,56.871190633762424,3.169970368562305,35.54697252774127,0,0.0,1.0,36.01702357536088
341,TK-100341-8749,55.510382808542424,4.560655147386438,21.02826619536773,0,1.0,3.0,23.3156907706019
342,TK-100342-4630,32.99014024325114,4.929246882270264,37.6531813370061,1,,1.0,28.467278433740415
343,TK-100343-1227,52.53887369284798,4.757905788076881,26.622739450477884,0,1.0,2.0,28.869187490669823
344,TK-100344-7665,49.887855079803,5.600947939823363,48.6882304735263,0,1.0,2.0,
345,TK-100345-6711,66.18875735391623,7.5764602072961305,0.0,0,0.0,0.0,13.518373887022475
346,TK-100346-7156,67.63202381507328,6.947180109811091,31.800800079125466,0,0.0,,30.983335173966918
347,TK-100347-4570,23.397800732903338,2.6380054518234686,29.038657837461194,0,1.0,3.0,19.294868077208434
348,TK-100348-9636,48.095946096985344,6.119725982550888,34.16025833949101,0,0.0,1.0,30.446408541359048
349,TK-100349-8993,66.93949367856773,7.392079975163737,39.902325932666315,1,2.0,0.0,26.98455069977664
350,TK-100350-2619,57.735219393506576,5.696255337240565,34.796046971318404,1,1.0,1.0,30.627381617161642
351,TK-100351-3204,84.23673808912417,6.963764765334741,33.26272954290515,0,0.0,0.0,39.52666503708715
352,TK-100352-3703,69.40202237142088,8.622086802261377,35.46696232654317,0,1.0,0.0,32.22566801334691
353,TK-100353-8742,32.220082031107225,6.842677182992567,0.0,0,1.0,3.0,3.6085865561179395
354,TK-100354-8574,25.29265605503224,5.448755472155112,32.254352585255695,0,0.0,2.0,29.69701682150224
355,TK-100355-1797,68.18144586547368,6.881159253352556,18.313660488759968,1,1.0,,19.58019432666675
356,TK-100356-3999,21.988348290621637,5.260798099574404,42.78980984681894,0,2.0,0.0,27.123800980595863
357,TK-100357-3764,63.93316859550975,5.04302547791292,37.3903822425741,0,,1.0,
358,TK-100358-4684,90.51726810687182,4.3674543757152815,28.81235324773256,1,1.0,,30.867112975645767
359,TK-100359-9199,63.16056334069092,7.814144045897795,50.18987985084191,0,,,39.1146696335531
360,TK-100360-7239,49.11274446548914,3.526828401304398,35.69613184313909,0,,2.0,39.799011978672794
361,TK-100361-4874,68.24661638317649,7.758261904420609,0.0,0,0.0,1.0,20.072693402674773
362,TK-100362-4329,54.368966786863744,5.899755422732668,41.85389937176367,0,2.0,0.0,31.400071723455717
363,TK-100363-7069,60.92125919869512,2.4812488853565053,0.0,1,2.0,1.0,
364,TK-100364-6584,90.60986065823938,5.661768727384559,38.15663988387375,0,0.0,0.0,42.57223635688552
365,TK-100365-9805,48.95769783505807,1.2199522862270769,31.593955162787275,0,,3.0,30.02145679071345
366,TK-100366-9880,92.08929228679357,6.125914430295865,38.60396579022428,0,,3.0,35.6294339253224
367,TK-100367-9301,87.90129814670478,6.593416669380184,32.90593367823124,0,0.0,2.0,40.046174388523205
368,TK-100368-2160,34.684335109197235,3.9337592798263037,39.44753161316674,1,0.0,3.0,28.51183986675214
369,TK-100369-4610,25.20209756563741,5.222385852720048,19.76044436791489,0,,0.0,12.818729589337465
370,TK-100370-5744,27.558350103307,8.517483380750516,31.52901229616649,1,1.0,3.0,15.15401024736304
371,TK-100371-8331,21.36663692386623,4.0896559323285135,48.777240782465555,1,0.0,1.0,36.259884831594114
372,TK-100372-3003,27.08322205669463,3.093966343298119,28.863460356797596,0,1.0,2.0,33.39055437787109
373,TK-100373-9035,71.22550800622676,7.666994124432678,30.169293620054507,0,0.0,3.0,31.591122461087203
374,TK-100374-2527,25.339148634517173,8.53265694295543,31.4163092924002,1,1.0,2.0,26.560375906021353
375,TK-100375-8318,43.9231722720321,5.006652209326125,25.281550912890854,0,1.0,2.0,25.50099867120025
376,TK-100376-8234,83.36564832270909,6.820633463735041,17.333753790173983,0,1.0,3.0,25.471583036363313
377,TK-100377-6169,21.74539518018694,7.414656647955586,33.155308811811096,1,1.0,2.0,22.30202901859811
378,TK-100378-5610,81.08513619417019,3.6635283814309085,36.086875392653255,0,1.0,0.0,44.61628072284585
379,TK-100379-7721,41.13910810800499,4.126449496337837,34.57995945169078,1,0.0,2.0,29.547382906199974
380,TK-100380-9697,28.86236207162422,7.215574123678524,33.840971504416906,0,0.0,2.0,
381,TK-100381-5250,72.2552874023113,8.033025701675317,35.3443269668031,0,2.0,2.0,31.007522785815297
382,TK-100382-7626,67.1707135084913,6.013185548313839,43.182731772406115,0,1.0,2.0,34.253721075445775
383,TK-100383-3855,85.81040101452898,3.4163341636963023,33.47643051256627,0,0.0,1.0,
384,TK-100384-4964,75.13032828529143,8.576710001058995,30.407339383301842,1,1.0,3.0,20.678045766236586
385,TK-100385-8935,80.26106977886364,4.044252383938463,32.75099612089531,0,2.0,1.0,36.55811892539034
386,TK-100386-2674,41.15259294284799,4.396751993891387,39.63477407805421,0,1.0,2.0,36.95575800730426
387,TK-100387-3392,33.30796578347921,5.616208102081319,46.296215028346,0,1.0,1.0,
388,TK-100388-7878,76.29610637306438,7.797488757286594,29.974850086646573,0,0.0,3.0,32.213751700621444
389,TK-100389-2921,80.5126054450448,6.537156757794003,35.79147029623107,0,0.0,2.0,38.60227856669514
390,TK-100390-5433,94.2878856500505,5.746757900651438,37.70685953548768,0,2.0,3.0,32.61923866670052
391,TK-100391-2827,50.946325768356985,5.833919354212592,27.059375946169418,1,1.0,3.0,21.528049698161848
392,TK-100392-1716,47.901356434458734,5.078326403558239,35.16333733770335,0,1.0,0.0,25.907388388607597
393,TK-100393-1630,78.23097205564977,6.004651126133311,23.27460914126324,0,2.0,3.0,
394,TK-100394-5860,45.56026551897634,0.4467918601502543,20.847597570084808,0,2.0,0.0,28.669196586945944
395,TK-100395-9276,89.80679942026735,4.466106573674363,37.933971263138055,0,0.0,2.0,44.262053245650705
396,TK-100396-4768,84.38095638822588,5.434379482850206,31.929002069353736,1,0.0,,27.58886432133233
397,TK-100397-9928,52.17455205312638,2.928174649484887,36.618243260969756,0,,1.0,40.57926070621048
398,TK-100398-3707,76.3153300843623,5.695381972060808,34.8568401839332,0,,2.0,39.72994361411765
399,TK-100399-9418,76.59071555635117,4.6319518022249815,27.18879961068962,0,,,34.89527535927291
400,TK-100400-4357,27.734290162694947,8.159856256967881,34.63796558428531,0,2.0,,13.967942815897455
401,TK-100401-8860,87.6914680009675,7.831435505386741,25.13518955988116,1,1.0,1.0,25.412970822783386
402,TK-100402-5204,57.89392793358929,4.161549975587307,46.127778864011205,1,0.0,3.0,35.81305653170202
403,TK-100403-5230,81.98430995808062,4.728492119179949,24.15223724112029,0,,2.0,36.50765751334895
404,TK-100404-6033,44.00372007729588,4.866894381904894,33.43371783225135,0,1.0,3.0,25.618744748927895
405,TK-100405-5386,87.16424213721504,4.187012942912679,26.66182729562201,0,2.0,,33.19770286283809
406,TK-100406-9157,49.19012590506223,5.351044971250628,0.0,0,1.0,0.0,7.230107409262665
407,TK-100407-8675,20.812823861022377,3.6350922760023376,32.34854902974798,1,0.0,0.0,23.248761075078733
408,TK-100408-2867,87.90364823144478,2.9648923971124526,30.850666243030318,0,,3.0,38.093539133927486
409,TK-100409-7965,26.84650075896002,6.120880203020484,41.825612360412435,0,2.0,1.0,30.53471719339131
410,TK-100410-8196,43.948522819281116,6.13315325159926,35.235444733420415,0,1.0,3.0,28.56528944319939
411,TK-100411-1026,91.25464752881037,3.552231632612014,39.13315556748774,1,2.0,0.0,32.812467882656094
412,TK-100412-7156,91.2955360203167,6.611639775372679,27.14939250786028,1,1.0,2.0,27.329052120326082
413,TK-100413-7588,63.007841609246455,3.8631600875024033,23.761464448579943,0,1.0,2.0,35.60745529707597
414,TK-100414-6767,67.38779091273494,5.455697428468366,35.85766369632107,1,0.0,1.0,35.30162251904561
415,TK-100415-1466,53.63341414837398,6.476619222702421,32.44922915604215,0,1.0,0.0,25.483687905617934
416,TK-100416-8689,41.99080787735484,4.9394973835333165,40.01147737963156,0,1.0,0.0,36.290717043048815
417,TK-100417-3700,44.6498409027437,5.818533641854042,34.3607323786996,0,2.0,1.0,28.800157703432372
418,TK-100418-9809,70.43888420577788,4.070426641002371,36.64060271387704,1,,2.0,41.98471023266103
419,TK-100419-4777,76.428089707826,4.646360149829425,22.012939760470054,1,0.0,1.0,29.491096280102227
420,TK-100420-3687,79.36842827943863,4.629453024415387,50.10749551691406,0,1.0,1.0,52.97233976994918
421,TK-100421-6332,79.22136070959155,3.65615897622757,33.68606411974375,1,0.0,1.0,42.665811949442066
422,TK-100422-7806,26.840457728651778,4.681806506391593,40.58069576271359,0,1.0,2.0,32.78560480754267
423,TK-100423-6056,57.08152285269361,2.212487062045256,28.311266638242987,1,0.0,0.0,
424,TK-100424-1179,24.31690700124832,4.115923255144212,37.46407921773873,0,0.0,2.0,35.97930677256338
425,TK-100425-8996,61.21466617428017,4.487224111934593,24.57724189180204,0,1.0,0.0,31.257348690137086
426,TK-100426-6464,53.11478760300328,4.538876445508316,38.61654270607737,1,1.0,3.0,25.458338140532845
427,TK-100427-7720,86.57781370687248,4.565304597432598,32.152207324913334,1,,2.0,38.347509359015575
428,TK-100428-1921,46.3186259414059,4.888824440251768,35.23352403148454,0,,3.0,33.5244750190162
429,TK-100429-4092,28.78002623207044,5.862994732554915,40.58379224104078,0,2.0,,21.189678316009868
430,TK-100430-6527,30.724376153962687,6.57413073343854,25.13967751023776,1,0.0,1.0,16.918477920220482
431,TK-100431-8465,77.11329737881042,3.830422591673119,29.524066155097625,0,0.0,0.0,29.40442627020152
432,TK-100432-3719,66.36635474871957,2.83423846029954,38.65859424869412,1,1.0,2.0,37.498864035858176
433,TK-100433-9113,27.58420070920927,3.1243200579624144,51.78577179637398,1,0.0,2.0,42.35077331349635
434,TK-100434-1151,26.308010458624807,4.123034741849131,33.89534132270815,0,1.0,1.0,33.43730907611108
435,TK-100435-9204,72.57268485943399,4.3665416279302836,39.72908894339146,0,2.0,0.0,35.8965165813064
436,TK-100436-9906,25.457225477314516,3.614007080844577,34.14422824113216,0,1.0,,31.910664258239684
437,TK-100437-4625,81.63950444677673,2.6669900043501897,50.53796475805039,1,1.0,2.0,43.65029903748263
438,TK-100438-9440,72.96816703673721,4.1789825105464615,21.022226664277955,1,1.0,2.0,
439,TK-100439-2144,26.101158548142482,5.326567916205148,35.756968357354864,0,0.0,1.0,30.30601653907479
440,TK-100440-5482,26.362828556389395,6.071053038504017,21.99564773150351,1,1.0,1.0,17.709848093090123
441,TK-100441-5534,93.99796838758816,3.9966385044050217,14.947427435706267,0,1.0,2.0,32.246668949836014
442,TK-100442-1720,48.07030968170902,4.256603920141819,37.37969642494253,1,2.0,0.0,20.401237772136206
443,TK-100443-5568,47.798161030016814,3.3319430440748405,36.11598236917967,0,,2.0,38.201767517023676
444,TK-100444-4229,80.95996754431269,4.943409493325403,32.72130449806239,1,1.0,1.0,29.724011738405558
445,TK-100445-2006,91.04364330378941,3.472828458456534,34.15044727968198,1,2.0,0.0,35.51222529484946
446,TK-100446-5728,93.95007978671532,6.03163006383416,0.0,0,1.0,1.0,21.27285302329831
447,TK-100447-8099,76.50336389442063,1.7854403145186,32.93459889574852,0,2.0,3.0,31.422467157253017
448,TK-100448-8116,48.219468914818684,4.352666589585567,39.080994890000596,1,1.0,,30.40925093465493
449,TK-100449-4813,26.26255375240016,5.541993210545136,29.80508144308895,0,1.0,1.0,21.792022050809937
450,TK-100450-1537,78.28601869455775,5.330902129380508,37.361860600324825,1,2.0,2.0,34.55538684812293
451,TK-100451-3685,61.88031873018538,9.847460595164893,33.09413059955506,0,0.0,1.0,32.888703448494496
452,TK-100452-2980,51.81665069352322,5.629640044222233,31.71585213816216,0,0.0,1.0,29.557969608750057
453,TK-100453-6906,87.9765788821052,3.1927017256843815,49.5511882576026,1,1.0,2.0,49.26983521619264
454,TK-100454-1539,28.33981117296135,4.828164355239669,44.41747970547471,0,1.0,1.0,
